"Article ID";"Published date";"Headline";"Url";"Outlet Name";"Author Name";"Country";"Language";"Impressions";"Shares";"Coded"
"d5d3233f41e97231da3ce970b170d705960542c36de5159f4b67234c976cb26792ced22774440ed18f3c23a573fda6c67e76dc1536c239c2749c567e48182763";"2023-08-21 22:06:29";"Amazon: leitora cobra solução para defeito em celular novo";"https://www.estadao.com.br/sao-paulo/seus-direitos/amazon-leitora-cobra-solucao-para-defeito-em-celular-novo/";"estadao.com.br";"Renata Okumura";"Brazil";"pt";"597225";"0";"2"
"30a74940ca2f065adb8d6d6aad3be0ec53ddd532a39238c1754bce25ded17f3a767f8530690dbea2e40e7c0f3c8ec8273f0b7085ff42d4ddbcdb75459b66ba74";"2023-08-22 10:02:00";"Amazon México tiene esta laptop ASUS de remate perfecta para el regreso a clases: una de las computadoras más baratas para la escuela";"https://www.xataka.com.mx/seleccion/amazon-mexico-tiene-esta-laptop-asus-remate-perfecta-para-regreso-a-clases-computadoras-baratas-para-escuela";"xataka.com.mx";"Michael Gutierrez";"Mexico";"es";"58968";"3";"2"
"cc1d2b4bbe318b3e736e5da5311637b3123ed22d256ae815e501472cad4c89e525363b57421a74284f73a590f9473d56ddf35db4cc7dccde118ca2e22babecc6";"2023-08-27 15:08:00";"Teleférico no Paquistão: relatos de quem viveu o susto e novas imagens do acidente";"https://g1.globo.com/fantastico/noticia/2023/08/27/teleferico-no-paquistao-relatos-de-quem-viveu-o-susto-e-novas-imagens-do-acidente.ghtml";"g1.globo.com";"unknown journalist";"Brazil";"pt";"1988407";"9";"2"
"b741e4c534660414e978f8bf6cd5ee2c12dd57902f539631b4382d9dd513f625b2653fc8f50192db6cc9e13caae13c1607084ec2ad78ed20483a4f35f93f93f5";"2023-08-28 06:58:00";"Amazon aumenta el envío gratuito mínimo a US$35 para algunos clientes";"https://www.estrategiaynegocios.net/empresasymanagement/amazon-aumenta-el-envio-gratuito-minimo-a-us-35-para-algunos-clientes-OM15085308";"estrategiaynegocios.net";"unknown journalist";"El Salvador";"es";"26019";"10";"2"
"d012295fe45782e5924340a68a16f0f0d49576d797bf175d85f5388a14109400a693120249db0a71a82ec23e2b7862c5e6f8ddb34173e337c4a55e05f96fb2b8";"2023-08-04 15:31:17";"Cloudhesive adquiere Eplexity, uno de los principales Premier Partners de Amazon Web Services";"https://www.iprofesional.com/tecnologia/386408-cloudhesive-adquiere-eplexity-premier-partner-de-aws";"iprofesional.com";"unknown journalist";"Argentina";"es";"155848";"2";"1"
"a09ef2d29c0054040e1315739bfadf0edb4d6dad5cf2ad2b7efedd0bb0dc7c6a37027fef94b083f0cb5040e83fa55f870af950a6a7d571b805c9d743a1957152";"2023-08-04 00:31:52";"Amazon prevé ingresos del tercer trimestre superiores a las estimaciones y acciones suben 6%";"https://www.df.cl/empresas/multinacionales/amazon-preve-ingresos-del-tercer-trimestre-superiores-a-las-estimaciones";"df.cl";"unknown journalist";"Chile";"es";"45232";"9";"2"
"5f0df48e4a4b096720eaaebc0dea7f2ddf1c2cab17ee24589eed51d477300fc1c44e0c5cf0d8f44e7cb777d5be3c2ed1a0a19d2bb574481fe8351c5fb73f1ee4";"2023-09-02 15:50:00";"Kelmiro: fãs ‘shippam’ Kelvin e Ramiro de Terra e Paixão e atores falam sobre sucesso; 'Não esperávamos'";"https://g1.globo.com/fantastico/noticia/2023/09/03/kelmiro-fas-shippam-kelvin-e-ramiro-de-terra-e-paixao-e-atores-falam-sobre-sucesso-nao-esperavamos.ghtml";"g1.globo.com";"unknown journalist";"Brazil";"pt";"1988407";"360";"2"
"87611f2abb878435ea6c7398743b511d8576190e739bab2da5fa2dfb23e5cdd30c79cad9abf82244679b1617c6649e78585cb2e47b037eb7185bdafd08eb4b50";"2023-09-09 15:24:49";"Steps from TIFF, striking actors, writers rally at Canadian offices for Apple, Amazon";"https://globalnews.ca/news/9950200/tiff-strike-rally-apple-amazon/";"globalnews.ca";"Noel Ransome";"Canada";"en";"346044";"4";"2"
"555cdbf04407e077dd9d860c1130846c90b5fffbc74bb45dabbe9c39b6c8840f2b1e6c862fb42d8899e8222bdf8227cd2971fcc9bfa12364dd1f9ecaeee453f5";"2023-09-09 16:47:00";"Steps from TIFF, striking actors, writers rally at Canadian offices for Apple, Amazon";"https://www.theglobeandmail.com/canada/article-steps-from-tiff-striking-actors-writers-rally-at-canadian-offices-for/";"theglobeandmail.com";"NOEL RANSOME";"Canada";"en";"534982";"5";"2"
"51fb105d865a0856440d6c1b094a5b1ff6c12e94644eccd97f80f22173d80b161b2f57ff5b0d081113522cba404510410d14a4c03395d80b37b148952d217bc7";"2023-09-19 03:34:00";"Importante ejecutivo de Microsoft deja la empresa tras 19 años para mudarse a Amazon";"https://rpp.pe/tecnologia/mas-tecnologia/microsoft-panos-panay-deja-la-empresa-tras-19-anos-noticia-1506285";"rpp.pe";"Leonardo Ancajima";"Peru";"es";"498852";"3";"2"
"359a79da5bf762fec0b83f1705aa4a5cdd8a9e2890fe1a91c89ea8d5e64cb31fb265fc28928dc94132c47aa62571816685ea8ef5d8e14090a87ee5be61ee5898";"2023-10-03 07:00:00";"Amazon utilizó un algoritmo para aumentar los precios, informe";"https://expansion.mx/tecnologia/2023/10/03/amazon-algoritmo-para-aumentar-precios";"expansion.mx";"Josep Rodríguez";"Mexico";"es";"163254";"4";"2"
"cf0522146c6904e3cde8bb32b10011fd65432368779dc75ae2625d301bb21f9446f531327bf3942018a3bd6e08615fb01d8f190b12fe248ae2837c30a05dd7ad";"2023-10-26 15:21:00";"Las mejores frases de Halloween y Día de Muertos para Alexa";"https://www.infobae.com/tecno/2023/10/26/las-mejores-frases-de-halloween-y-dia-de-muertos-para-alexa/";"infobae.com";"Renato Silva";"Argentina";"es";"1529212";"13";"2"
"9a10b938b4aebc241ed21cbdd2c55113aa42bd4eb9b395ec4a1f9379bf270423f3d90bc42425a554ed8365001f1513bf6f571118c1f597fefa54592569a9bb91";"2023-07-14 18:15:00";"Conheça 16 ferramentas de IA que podem ajudar na sua rotina";"https://www1.folha.uol.com.br/tec/2023/07/conheca-16-ferramentas-de-ia-que-podem-ajudar-na-sua-rotina.shtml";"folha.uol.com.br";"Unknow Jornalist";"Brazil";"pt";"518502";"42";"2"
"762c0c04db34a4d33962d2be568033f834ecf9aed0f31e25bcf4bc65653af0dccff90129a45a0c601c160e8b4b98134def9908d477b3378ce39fd228df91d7e7";"2023-07-18 05:12:00";"Amazon Fire TV Stick 4K is now $49";"https://mobilesyrup.com/2023/07/18/amazon-fire-tv-stick-4k-google-sale/";"mobilesyrup.com";"Ian Hardy";"Canada";"en";"97119";"2";"2"
"09299b9d37f8587c4bf6b6c54305faef871800e6655b5d365d8bc525c1f889217d41293dbd23de462203b1d75183f32a24d4a2f36d294d866aa17bd0700c57aa";"2023-07-19 05:30:00";"Plataformas de freelance online são 'reprovadas' em avaliação sobre trabalho justo";"https://www1.folha.uol.com.br/tec/2023/07/plataformas-de-freelance-online-sao-reprovadas-em-avaliacao-sobre-trabalho-justo.shtml";"folha.uol.com.br";"Unknow Jornalist";"Brazil";"pt";"518502";"6";"2"
